id,URL,tag,tag_cn,right_tag_cn,othername,describe,describe_cn
508,kagamine_len,kagamine_len,,,鏡音レン,"Kagamine Len is a Japanese VOCALOID developed and distributed by Crypton Future Media, Inc., and was released for the VOCALOID2 engine. He is also the second of the Character Vocal Series and is an official PIAPRO character.He is voiced by seiyuu, Shimoda Asami. His appearance was illustrated by KEI. He has blonde hair done in a short hair style and blue eyes. He wears a sailor collar shirt with bass clef print and necktie. He wears shorts along with detached sleeves, leg warmers and a white headset.His twin/alternate self is Kagamine Rin.",Kagamine Len是由Crypton Future Media，Inc.开发和发行的日本VOCALOID，是为VOCALOID2引擎发布的。他也是人声系列的第二个角色，是皮亚普的正式角色，由西佑、下田浅美配音。他的出现由凯来说明。他留着一头金色的短发和一双蓝色的眼睛。他穿了一件水手领衬衫，上面有低音谱号印花和领带。他穿着短裤、袖子、暖腿套和白色耳机，他的双胞胎/替身是Kagamine Rin。
509,kagamine_rin,kagamine_rin,,,鏡音リン,"Kagamine Rin is a Japanese VOCALOID developed and distributed by Crypton Future Media, Inc., and was released for the VOCALOID2 engine. She was the second of the Character Vocal Series and is an official PIAPRO character.She is voiced by seiyuu, Shimoda Asami. Her appearance was illustrated by KEI. She has blonde hair done in a short hair style and blue eyes. She wears a sailor collar shirt with treble clef print. She wears shorts along with detached sleeves, leg warmers and a white headset and large hair bow.Her twin/alternate self is Kagamine Len.",Kagamine Rin是由Crypton Future Media，Inc.开发和发行的日本VOCALOID，它是为VOCALOID2引擎发布的。她是人声系列的第二个角色，是一个正式的皮亚普角色。她是由西佑，Shimoda Asami配音。她的外貌由凯作插图。她留着一头金色的短发和一双蓝色的眼睛。她穿着一件水手领的衬衫，上面印着高音谱号。她穿着短裤、袖子、暖腿套、白色耳机和大发结，她的双胞胎/替身是Kagamine Len。
510,kagari_atsuko,kagari_atsuko,,,アッコ|アッコ・カガリ|アツコ・カガリ|アッコ(リトルウィッチアカデミア),"The protagonist of the Little Witch Academia series. Mainly known by her nickname ""Akko"".A Japanese girl who idolizes Shiny Chariot and wishes to study magic due to her influence. Acts before thinking, somewhat selfish, and very determined. Human born, so she does not appear to have any innate magical ability.Roommates with Lotte Jansson and Sucy Manbavaran.She is voiced by Han Megumi and Erica Mendez in English dub.",小女巫系列的主角。主要以外号“Akko”而闻名，是一个崇拜闪亮战车的日本女孩，受其影响，希望学习魔法。三思而后行，有点自私，很坚决。她是人类出生的，所以她似乎没有任何天生的魔法能力。与洛特·詹森和苏西·曼巴瓦兰是室友。她的配音是韩美美和艾丽卡·门德斯的英文配音。
511,kagiyama_hina,kagiyama_hina,,,鍵山雛,"The ""Nagashi-bina of the Hidden God"", originating from Touhou's Mountain of Faith as a stage 2 midboss and boss.A misfortune goddess with the ability to store up curses. Her movements primarily consist of spinning around, which is somewhat linked to the kanji for ""curse"" (厄) resembling a spinning action.",“隐藏神的长崎比纳”，起源于土厚的信仰之山，作为第二阶段的中老板和老板。一个有能力储存诅咒的不幸女神。她的动作主要是旋转，这在某种程度上与汉字的“诅咒”有关(厄) 像旋转动作的。
512,kagura_(gintama),kagura_(gintama),,,神楽(銀魂)|神楽|沖神|沖神兄,"A character from Gintama. Female, orange hair. Usually seen wearing a china dress.",金塔玛的角色。女性，橙色头发。通常穿着瓷器衣服。
513,kagurazaka_asuna,kagurazaka_asuna,,,神楽坂明日菜,"神楽坂 明日菜Date of Birth: April 21, 1988From Mahou Sensei Negima!.Seat 8 in Negi Springfield's class. She is an orphan with a determined personality. It is well known that she has a crush on her teacher Takahata.She can be quite stubborn and give into violent outburst, but also has a fierce protective nature. This greatly shows when she's with Ayaka and Negi. For her Pactio, she can summon either a harisen or her huge sword.Appearance:
Very long orange hair in twintails, tied with bell ornaments.
Heterochromia: [dark blue] left &amp; [light blue] right.
Xebec ver. [light blue] left &amp; [light green] right.
She is ""Baka Red"" in the Baka Rangers study group.",神楽坂 明日菜出生日期：1988年4月21日，来自Mahou Sensei Negima！。Negi Springfield班级的8号座位。她是个性格坚定的孤儿。众所周知，她迷恋上了她的老师Takahata。她可以相当固执，并屈服于暴力爆发，但也有一个激烈的保护性质。这很好地说明了她和阿亚卡和内姬在一起的时候。她可以召唤哈里森或她的巨剑作为她的武器。外表：
514,kaguya_luna,kaguya_luna,,,輝夜月,"Kaguya Luna is a Virtual YouTuber who made her debut in December, 2017. She is managed by Vic inc. from the start, but between fall 2018 and fall 2019, she operated under her own autonomous agency, THE MOON STUDIO. In addition to her YouTube content, she produces music under the Sony Music label SACRA MUSIC.",Kaguya Luna是一个虚拟的YouTube，她于2017年12月首次亮相。她从一开始就由Vic inc.管理，但在2018年秋季到2019年秋季之间，她在自己的自治机构MOON STUDIO下运营。除了YouTube上的内容，她还制作索尼音乐标签SACRA music下的音乐。
515,kaiou_michiru,kaiou_michiru,,,海王みちる,"The teal-haired character from the series Bishoujo Senshi Sailor Moon (aka. Pretty Soldier Sailor Moon) by Takeuchi Naoko. She is an an artistic schoolgirl, with a talent for painting and playing the violin.",碧绿头发的角色从系列Bishoujo Senshi水手月亮（又名。美丽的士兵（水手月亮）竹内直子。她是一个艺术女学生，有绘画和拉小提琴的天赋。
516,kairi_(kingdom_hearts),kairi_(kingdom_hearts),,,カイリ,Supporting protagonist of the KINGDOM HEARTS JRPG series.Friends with Sora and Riku. A Princess of Heart. Her Nobody is Naminé.,《王国之心》JRPG系列的配角。与索拉和瑞库的朋友。心仪的公主。她的名字叫纳米内。
517,kaizuka_inaho,kaizuka_inaho,,,界塚伊奈帆,Protagonist in Aldnoah.Zero.Has brown hair with brown eyes and is often seen wearing a school uniform with a necktie.He is generally seen piloting the KG-6 Sleipnir.,《奥尔德诺亚》中的主人公有棕色的头发和棕色的眼睛，经常看到他穿着校服打着领带，他通常驾驶KG-6雪橇。
518,kaku_seiga,kaku_seiga,,,霍青娥|青娥娘々,"霍 青娥 (かく せいが)The ""Wicked Hermit Who Passes Through Walls"", also nicknamed Seiga Nyan Nyan(青娥 娘々 [せいが にゃんにゃん]), lit. Lady Seiga.Stage 4 boss of Touhou's Ten Desires &amp; owner of Miyako Yoshika respectively.Her name came from the title, and name of the heroine, of 青娥, an episode from Liao Zhai Zhi Yi / Strange Stories from a Chinese Studio Volume 7.Seiga's hair stick is actually a ""Wall-Removing Chisel"" that lets her passthrough walls. It is likely based on a chisel-shaped magical digging tool that appeared in Liao Zhai Zhi Yi. ([1]) In the original text, it was called 镵 (simplified) or 鑱 (traditional). It means a type of ancient spade or a herb digging tool. (See also the baidu pedia)[1]: Enmei's blog(Japanese): http://enmei.sblo.jp/article/47863587.html","霍 青娥 (かく せいが)“穿过墙壁的邪恶隐士”，也被昵称为Seiga Nyan(青娥 娘々 [せいが にゃんにゃん]), 点燃。《十欲图》第四阶段的老板；三宅子吉冈的主人。她的名字来源于她的头衔和女主人公的名字青娥, 《聊斋志异》第七集。Seiga的发夹实际上是一个“除墙凿”，可以让她穿过墙壁。它很可能是基于《聊斋志异》中出现的一种凿形的神奇挖掘工具([1] ）原文称之为镵 (（简化）或鑱 (传统）。意思是一种古老的铲子或草药挖掘工具(另见百度百科）[1]：恩美的博客（日文）：http://enmei.sblo.jp/article/47863587.html"
519,kakyouin_noriaki,kakyouin_noriaki,,,,See kakyoin noriaki.,见kakyoin noriaki。
520,kallen_stadtfeld,kallen_stadtfeld,,,カレン・シュタットフェルト|紅月カレン,"A character from Code Geass. She goes by her father's name at school, but uses her natural mother's name Kouzuki Karen during her revolutionary activities.",来自代码Geass的字符。她在学校时用父亲的名字，但在革命活动中用生母的名字Kouzuki Karen。
521,kamado_nezuko,kamado_nezuko,,灶门祢豆子,竈門禰豆子|灶门祢豆子|禰豆子,"A main character from Kimetsu no Yaiba and the sister of Kamado Tanjirou. She was a human before getting exposed to demon blood into her veins, eventually turning into a demon when her brother found her.She has pink eyes and long black and brown hair and is often seen wearing a kimono and a bamboo muzzle around her mouth.When she goes into her ""demon form"", her eyebrows point downward with veins all around her head visible and stretching her skin and her pupils turn different. In this form she has a single horn but not the bamboo muzzle on.",金城武的主角，也是神户田吉柔的妹妹。她是一个凡人，后来被恶魔的鲜血注入她的血管，最终在她哥哥发现她时变成了一个恶魔。她有着粉红色的眼睛和长长的黑棕色头发，经常穿着和服，嘴上戴着竹筒。当她变成“恶魔形态”时，她的眉毛向下，头部周围的血管清晰可见，皮肤舒展，瞳孔也不同了。在这种情况下，她有一个单一的角，但没有竹炮口上。
522,kamijou_touma,kamijou_touma,,上条当麻,上条当麻,A character from Toaru Majutsu no Index.,Toaru Majutsu的一个字符没有索引。
523,kamikita_komari,kamikita_komari,,神北小毬,神北小毬,"神北 小毬A character of Little Busters!.Has great interest in fairy-tales, picture books, candy, and clothing with many layers of frills. She is very clumsy, and will often not think before she acts. She does well in her studies and is also surprisingly athletic, though this is somewhat hampered by the fact that she is quite weak and has never done any sport properly before.",神北 小毬一个小捣蛋鬼的角色！。对童话故事、图画书、糖果和有许多层次装饰的衣服很感兴趣。她很笨拙，常常三思而后行。她学习成绩很好，而且运动能力也出人意料，尽管这在一定程度上受到了她的阻碍，因为她身体很虚弱，以前从未做过任何运动。
524,kamio_misuzu,kamio_misuzu,,神尾观铃,神尾観鈴,"Main heroine of Air. She has a strange affection for dinosaurs and weird juices, and is known to utter her catchphrase, ""Gao"", when troubled.",空中女主角。她对恐龙和奇怪的果汁有一种奇怪的感情，当遇到麻烦时，她会说出她的流行语“高”。
525,kamio_reiji_(yua),kamio_reiji_(yua),,神尾提督（舰C）,,"An Admiral featured in Yua (checkmate)'s Kantai Collection Doujinshi series: Fleet Journal. Originally a Lieutenant (OF-1) from the Imperial Japanese Army, as a commander of the 140th Special Mechanized Infantry Squadron specialized to fight against the Abyssals, although to no avail. While on verge of death during a battle against a To-class Light Cruiser in the past, he was saved by Inazuma, who was sent into battle for the first time against the Abyssal fleet. Afterwards recruited into the Imperial Japanese Navy as a Lieutenant Commander (OF-3) to take command of the Ship Girls. Current ranking is Rear-admiral (OF-7).",一位海军上将出现在尤亚（将死）的关泰收藏《斗金石》系列：舰队杂志。原为日本帝国陆军中尉（OF-1），担任专门抗击深渊的第140特种机械化步兵中队司令员，虽无果而终。当他在过去与一艘To级轻型巡洋舰的战斗中濒临死亡时，他被稻谷救了出来，稻谷第一次被派去与深海舰队作战。后来被日本帝国海军招募为副司令官（OF-3），指挥该舰。目前的军衔是海军少将（OF-7）。
